generation,minReplicas,maxReplicas,cpuThreshold,memoryThreshold,stabilizationWindowSeconds,cpuRequest,memoryRequest,AVG_CPU,AVG_LATENCY,AVG_MEMORY,AVG_REPLICAS,AVG_RESPONSE_TIME,CPU_EFFICIENCY,ERROR_RATE,MEMORY_EFFICIENCY,P25,P50,P95,REPLICA_VARIANCE,SLA_PERCENTAGE,raw_CPU_EFFICIENCY_LOSS,raw_P95,raw_PROVISIONED_CPU,raw_PROVISIONED_MEMORY,raw_SLA_VIOLATION,penalized_CPU_EFFICIENCY_LOSS,penalized_P95,penalized_PROVISIONED_CPU,penalized_PROVISIONED_MEMORY,penalized_SLA_VIOLATION
1,7,8,0.5,0.4,10,350,576,0.6914150063312825,7531.181395348837,25322466.742857143,7.3,7531.223255813953,0.2706125269398366,0.018604651162790697,0.041926017640128974,2303,5097,23607,0.21000000000000002,0.8697674418604651,0.7293874730601634,23607,2.555,4.10625,0.13023255813953494,19.881606563915422,23607,219.52790000000002,1491.17265625,0.13023255813953494
1,4,5,0.3,0.3,10,400,256,0.4620365764126433,8171.158602150537,23425820.444444444,4.555555555555555,8171.236559139785,0.2535566577874262,0,0.08726798163519965,2698,7808,18399,0.2469135802469136,0.8521505376344086,0.7464433422125738,18399,1.8222222222222222,1.1388888888888888,0.14784946236559138,20.80483921501776,18399,108.59999999999998,80.15123456790124,0.14784946236559138
1,7,8,0.5,0.4,10,500,576,0.9149557799637199,4780.426307448494,23292846.73015873,7,4780.4770206022185,0.2614159371324914,0,0.03856560708774251,1606,3453,12761,0,0.9746434231378764,0.7385840628675087,12761,3.5,3.9375,0.02535657686212356,20.37681510805504,12761,419.65999999999997,1363.703125,0.02535657686212356
1,3,8,0.7,0.5,15,400,576,0.40933065424841264,12301.669201520912,27672712.53333333,3,12301.745247148288,0.34110887854034383,0,0.04581728334780093,3950,12115,26323,0,0.5931558935361216,0.6588911214596562,26323,1.2,1.6875,0.40684410646387836,16.28784147924074,26323,44.76,208.328125,1.9470855441021269
1,6,7,0.4,0.7,10,450,384,0.6945122247445799,5825.667315175097,23299868.444444444,6.444444444444445,5825.710116731518,0.2394869740498551,0,0.057865849247685196,1781,3996,16123,0.2469135802469136,0.9299610894941635,0.7605130259501449,16123,2.9,2.416666666666667,0.07003891050583655,21.5821952809846,16123,285.1399999999999,471.8611111111113,0.07003891050583655
1,6,8,0.5,0.5,15,300,256,0.5105516824607149,9082.349253731343,23496226.133333333,6,9082.40895522388,0.2836398235892861,0,0.08753026326497396,3266,6978,24610,0,0.7910447761194029,0.7163601764107139,24610,1.8,1.5,0.20895522388059706,19.190548660909524,24610,105.83999999999999,157.75,0.21184228113165524
1,3,6,0.5,0.5,15,500,256,0.4838162026899846,8200.92513368984,23610102.51851852,3.4444444444444446,8200.986631016043,0.28092553704579754,0,0.08795448585792824,2663,7200,18589,0.2469135802469136,0.820855614973262,0.7190744629542025,18589,1.7222222222222223,0.8611111111111112,0.17914438502673802,19.333525460777697,18589,96.46000000000002,19.1604938271605,0.17914438502673802
1,7,8,0.4,0.7,10,450,576,0.8085295643706664,5501.937269372694,25237601.523809526,7.333333333333333,5501.9815498154985,0.24500895890020194,0,0.0417855076058201,1696,3963,15904,0.2222222222222222,0.9298892988929889,0.7549910410997981,15904,3.3,4.125,0.07011070110701112,21.27540403817425,15904,371.94,1505.6875,0.07011070110701112
1,2,8,0.5,0.4,15,400,576,0.32141925739664023,22750.36036036036,23899750.4,2,22750.414414414416,0.4017740717458003,0.2747747747747748,0.03957044813368056,3274,19842,45301,0,0.4144144144144144,0.5982259282541997,45301,0.8,1.125,0.5855855855855856,13.481699332735761,45301,18.44,77.6875,5.937930362795227
1,2,8,0.7,0.4,15,400,576,0.28886391591066946,14083.237885462555,23814144,2.4,14083.290748898678,0.30089991240694736,0,0.0394287109375,5545,12481,28132,0.24,0.5506607929515418,0.6991000875930526,28132,0.96,1.3499999999999999,0.4493392070484582,18.293773656607154,28132,27.585600000000003,122.34999999999995,2.6874606532243988
2,7,8,0.5,0.4,10,500,576,0.9149557799637199,4780.426307448494,23292846.73015873,7,4780.4770206022185,0.2614159371324914,0,0.03856560708774251,1606,3453,12761,0,0.9746434231378764,0.7385840628675087,12761,3.5,3.9375,0.02535657686212356,20.37681510805504,12761,419.65999999999997,1363.703125,0.02535657686212356
2,4,5,0.3,0.3,10,400,256,0.4620365764126433,8171.158602150537,23425820.444444444,4.555555555555555,8171.236559139785,0.2535566577874262,0,0.08726798163519965,2698,7808,18399,0.2469135802469136,0.8521505376344086,0.7464433422125738,18399,1.8222222222222222,1.1388888888888888,0.14784946236559138,20.80483921501776,18399,108.59999999999998,80.15123456790124,0.14784946236559138
2,6,7,0.3,0.7,10,450,256,0.8248213848764956,5491.21778584392,23320153.396825396,7,5491.283121597096,0.261848058690951,0,0.0868743412078373,1643,3333,18622,0,0.9165154264972777,0.7381519413090489,18622,3.15,1.75,0.08348457350272231,20.353410325808486,18622,338.03999999999985,226.75,0.08348457350272231
2,3,6,0.7,0.5,15,400,256,0.41042986532522674,11243.243816254417,26148590.933333334,3.4,11243.310954063605,0.30178666568031376,0,0.09741109212239583,3828,12486,24146,0.24,0.657243816254417,0.6982133343196862,24146,1.36,0.85,0.34275618374558303,18.24828030230499,24146,58.513600000000004,18.490000000000002,1.076411991659279
2,6,8,0.5,0.4,15,300,576,0.5617210701374511,8993.182608695652,23360853.333333336,6,8993.231884057972,0.3120672611874728,0,0.03867820457175926,3828,7878,22338,0,0.8521739130434782,0.6879327388125271,22338,1.8,3.375,0.14782608695652177,17.724985051496297,22338,105.83999999999999,979.9375,0.14782608695652177
2,2,8,0.5,0.4,15,400,576,0.32141925739664023,22750.36036036036,23899750.4,2,22750.414414414416,0.4017740717458003,0.2747747747747748,0.03957044813368056,3274,19842,45301,0,0.4144144144144144,0.5982259282541997,45301,0.8,1.125,0.5855855855855856,13.481699332735761,45301,18.44,77.6875,5.937930362795227
2,3,6,0.5,0.5,15,500,256,0.4838162026899846,8200.92513368984,23610102.51851852,3.4444444444444446,8200.986631016043,0.28092553704579754,0,0.08795448585792824,2663,7200,18589,0.2469135802469136,0.820855614973262,0.7190744629542025,18589,1.7222222222222223,0.8611111111111112,0.17914438502673802,19.333525460777697,18589,96.46000000000002,19.1604938271605,0.17914438502673802
2,6,7,0.4,0.7,10,450,384,0.6945122247445799,5825.667315175097,23299868.444444444,6.444444444444445,5825.710116731518,0.2394869740498551,0,0.057865849247685196,1781,3996,16123,0.2469135802469136,0.9299610894941635,0.7605130259501449,16123,2.9,2.416666666666667,0.07003891050583655,21.5821952809846,16123,285.1399999999999,471.8611111111113,0.07003891050583655
2,3,8,0.7,0.5,15,400,576,0.40933065424841264,12301.669201520912,27672712.53333333,3,12301.745247148288,0.34110887854034383,0,0.04581728334780093,3950,12115,26323,0,0.5931558935361216,0.6588911214596562,26323,1.2,1.6875,0.40684410646387836,16.28784147924074,26323,44.76,208.328125,1.9470855441021269
2,7,8,0.4,0.7,10,450,576,0.8085295643706664,5501.937269372694,25237601.523809526,7.333333333333333,5501.9815498154985,0.24500895890020194,0,0.0417855076058201,1696,3963,15904,0.2222222222222222,0.9298892988929889,0.7549910410997981,15904,3.3,4.125,0.07011070110701112,21.27540403817425,15904,371.94,1505.6875,0.07011070110701112
3,2,8,0.5,0.3,15,400,256,0.30256148067010846,40545.18282302873,23841792,2,40545.18365054971,0.3782018508376355,0.9890649012885684,0.08881759643554688,40813,40813,40813,0,0.004433148126256059,0.6217981491623645,40813,0.8,0.5,0.9955668518737439,14.54058392802508,40813,18.44,2.0625,23.78092502068453
3,2,8,0.4,0.7,10,400,576,0.3102705895509981,18207.1214953271,23810867.2,2,18207.16355140187,0.3878382369387476,0.17757009345794392,0.03942328559027778,7975,16288,36614,0,0.46261682242990654,0.6121617630612524,36614,0.8,1.125,0.5373831775700935,14.102874632614643,36614,18.44,77.6875,4.635169883832649
3,6,7,0.3,0.7,10,450,256,0.8248213848764956,5491.21778584392,23320153.396825396,7,5491.283121597096,0.261848058690951,0,0.0868743412078373,1643,3333,18622,0,0.9165154264972777,0.7381519413090489,18622,3.15,1.75,0.08348457350272231,20.353410325808486,18622,338.03999999999985,226.75,0.08348457350272231
3,4,5,0.3,0.3,10,400,256,0.4620365764126433,8171.158602150537,23425820.444444444,4.555555555555555,8171.236559139785,0.2535566577874262,0,0.08726798163519965,2698,7808,18399,0.2469135802469136,0.8521505376344086,0.7464433422125738,18399,1.8222222222222222,1.1388888888888888,0.14784946236559138,20.80483921501776,18399,108.59999999999998,80.15123456790124,0.14784946236559138
3,7,8,0.5,0.4,10,500,576,0.9149557799637199,4780.426307448494,23292846.73015873,7,4780.4770206022185,0.2614159371324914,0,0.03856560708774251,1606,3453,12761,0,0.9746434231378764,0.7385840628675087,12761,3.5,3.9375,0.02535657686212356,20.37681510805504,12761,419.65999999999997,1363.703125,0.02535657686212356
3,6,8,0.4,0.4,15,450,576,0.6998707800044672,5409.702654867257,23305481.48148148,6.888888888888889,5409.750442477876,0.22576476774337653,0,0.038586526250643,1867,4416,13904,0.9876543209876544,0.9823008849557522,0.7742352322566235,13904,3.1,3.875,0.017699115044247815,22.354082247485454,13904,327.1,1317.9375,0.017699115044247815
3,3,7,0.5,0.7,15,500,256,0.46853999083530656,10349.60119047619,23636954.074074075,3,10349.66369047619,0.3123599938902044,0.0744047619047619,0.08805451569733797,2256,6646,32297,0,0.7053571428571429,0.6876400061097956,32297,1.5,0.75,0.2946428571428571,17.710196014206268,32297,72.05999999999997,7,0.6171045918367343
3,2,8,0.5,0.4,15,400,576,0.32141925739664023,22750.36036036036,23899750.4,2,22750.414414414416,0.4017740717458003,0.2747747747747748,0.03957044813368056,3274,19842,45301,0,0.4144144144144144,0.5982259282541997,45301,0.8,1.125,0.5855855855855856,13.481699332735761,45301,18.44,77.6875,5.937930362795227
3,6,7,0.4,0.7,10,450,384,0.6945122247445799,5825.667315175097,23299868.444444444,6.444444444444445,5825.710116731518,0.2394869740498551,0,0.057865849247685196,1781,3996,16123,0.2469135802469136,0.9299610894941635,0.7605130259501449,16123,2.9,2.416666666666667,0.07003891050583655,21.5821952809846,16123,285.1399999999999,471.8611111111113,0.07003891050583655
3,3,6,0.5,0.5,15,500,256,0.4838162026899846,8200.92513368984,23610102.51851852,3.4444444444444446,8200.986631016043,0.28092553704579754,0,0.08795448585792824,2663,7200,18589,0.2469135802469136,0.820855614973262,0.7190744629542025,18589,1.7222222222222223,0.8611111111111112,0.17914438502673802,19.333525460777697,18589,96.46000000000002,19.1604938271605,0.17914438502673802
4,4,5,0.3,0.3,10,400,256,0.4620365764126433,8171.158602150537,23425820.444444444,4.555555555555555,8171.236559139785,0.2535566577874262,0,0.08726798163519965,2698,7808,18399,0.2469135802469136,0.8521505376344086,0.7464433422125738,18399,1.8222222222222222,1.1388888888888888,0.14784946236559138,20.80483921501776,18399,108.59999999999998,80.15123456790124,0.14784946236559138
4,6,8,0.4,0.4,15,450,576,0.6998707800044672,5409.702654867257,23305481.48148148,6.888888888888889,5409.750442477876,0.22576476774337653,0,0.038586526250643,1867,4416,13904,0.9876543209876544,0.9823008849557522,0.7742352322566235,13904,3.1,3.875,0.017699115044247815,22.354082247485454,13904,327.1,1317.9375,0.017699115044247815
4,3,7,0.5,0.7,15,500,256,0.46853999083530656,10349.60119047619,23636954.074074075,3,10349.66369047619,0.3123599938902044,0.0744047619047619,0.08805451569733797,2256,6646,32297,0,0.7053571428571429,0.6876400061097956,32297,1.5,0.75,0.2946428571428571,17.710196014206268,32297,72.05999999999997,7,0.6171045918367343
4,6,7,0.5,0.7,15,500,256,0.7864855872676365,5619.383018867925,23352888.888888888,6.222222222222222,5619.441509433962,0.2527989387645974,0,0.0869962904188368,1482,3660,19810,0.1728395061728395,0.930188679245283,0.7472010612354025,19810,3.111111111111111,1.5555555555555556,0.06981132075471697,20.846340394042624,19810,329.5155555555555,172.00308641975306,0.06981132075471697
4,7,8,0.5,0.4,10,500,576,0.9149557799637199,4780.426307448494,23292846.73015873,7,4780.4770206022185,0.2614159371324914,0,0.03856560708774251,1606,3453,12761,0,0.9746434231378764,0.7385840628675087,12761,3.5,3.9375,0.02535657686212356,20.37681510805504,12761,419.65999999999997,1363.703125,0.02535657686212356
4,2,7,0.5,0.7,15,400,256,0.38856922289063167,19663.94890510949,26516386.90909091,2.6363636363636362,19664,0.36847081481008176,0.17883211678832117,0.09878123890269887,2694,9330,54564,0.7768595041322314,0.5802919708029197,0.6315291851899183,54564,1.0545454545454545,0.6590909090909091,0.4197080291970803,14.989377208069035,54564,33.85619834710743,4.8429752066115705,2.1574862805690227
4,2,8,0.3,0.7,10,450,256,0.3494762695356937,26347.086419753086,23868211.2,2,26347.10425240055,0.38830696615077076,0.7023319615912208,0.088916015625,23870,31887,31887,0,0.1673525377229081,0.6116930338492292,31887,0.9,0.5,0.8326474622770919,14.081754269597505,31887,23.940000000000005,2.0625,15.241388677200291
4,3,6,0.5,0.5,15,500,256,0.4838162026899846,8200.92513368984,23610102.51851852,3.4444444444444446,8200.986631016043,0.28092553704579754,0,0.08795448585792824,2663,7200,18589,0.2469135802469136,0.820855614973262,0.7190744629542025,18589,1.7222222222222223,0.8611111111111112,0.17914438502673802,19.333525460777697,18589,96.46000000000002,19.1604938271605,0.17914438502673802
4,2,8,0.5,0.7,10,400,576,0.30949191087160066,12634.46,23712768,2.6,12634.528,0.2975883758380775,0,0.0392608642578125,7343,11698,25289,0.24,0.656,0.7024116241619225,25289,1.04,1.4625000000000001,0.344,18.464166855442354,25289,32.84960000000001,148.47812500000006,1.0904959999999995
4,6,7,0.3,0.3,10,400,256,0.6633830328209727,6822.477777777778,24812462.73015873,6.555555555555555,6822.526666666667,0.25298505488935397,0,0.09243362668960814,2253,5618,17316,0.2469135802469136,0.9111111111111111,0.747014945110646,17316,2.6222222222222222,1.6388888888888888,0.0888888888888889,20.836142760982465,17316,231.64,194.54012345679013,0.0888888888888889
5,2,7,0.5,0.7,15,400,256,0.38856922289063167,19663.94890510949,26516386.90909091,2.6363636363636362,19664,0.36847081481008176,0.17883211678832117,0.09878123890269887,2694,9330,54564,0.7768595041322314,0.5802919708029197,0.6315291851899183,54564,1.0545454545454545,0.6590909090909091,0.4197080291970803,14.989377208069035,54564,33.85619834710743,4.8429752066115705,2.1574862805690227
5,4,5,0.5,0.5,15,400,256,0.5028926140955852,9024.681818181818,23545548.8,4.4,9024.72159090909,0.285734439827037,0,0.08771400451660157,2227,7011,29310,0.24,0.8295454545454546,0.714265560172963,29310,1.7600000000000002,1.1,0.17045454545454541,19.08057601634404,29310,100.96160000000002,73.35,0.17045454545454541
5,2,7,0.5,0.5,15,400,256,0.27779838134476886,25908.787072243347,23916953.6,2,25908.828897338404,0.3472479766809611,0.43346007604562736,0.08909759521484376,11014,30004,40676,0,0.27756653992395436,0.6527520233190389,40676,0.8,0.5,0.7224334600760456,15.991819365414607,40676,18.44,2.0625,10.548155387529095
5,7,8,0.5,0.4,10,500,576,0.9149557799637199,4780.426307448494,23292846.73015873,7,4780.4770206022185,0.2614159371324914,0,0.03856560708774251,1606,3453,12761,0,0.9746434231378764,0.7385840628675087,12761,3.5,3.9375,0.02535657686212356,20.37681510805504,12761,419.65999999999997,1363.703125,0.02535657686212356
5,2,7,0.3,0.7,15,450,256,0.48002129307337554,7140.251184834123,23511495.111111112,4.888888888888889,7140.289099526066,0.2181914968515343,0,0.08758714463975695,2001,6582,16624,0.9876543209876544,0.9170616113744076,0.7818085031484657,16624,2.2,1.2222222222222223,0.08293838862559244,22.785891784577267,16624,160.96000000000004,95.74382716049385,0.08293838862559244
5,6,7,0.5,0.7,15,500,256,0.7864855872676365,5619.383018867925,23352888.888888888,6.222222222222222,5619.441509433962,0.2527989387645974,0,0.0869962904188368,1482,3660,19810,0.1728395061728395,0.930188679245283,0.7472010612354025,19810,3.111111111111111,1.5555555555555556,0.06981132075471697,20.846340394042624,19810,329.5155555555555,172.00308641975306,0.06981132075471697
5,6,8,0.4,0.4,15,450,576,0.6998707800044672,5409.702654867257,23305481.48148148,6.888888888888889,5409.750442477876,0.22576476774337653,0,0.038586526250643,1867,4416,13904,0.9876543209876544,0.9823008849557522,0.7742352322566235,13904,3.1,3.875,0.017699115044247815,22.354082247485454,13904,327.1,1317.9375,0.017699115044247815
5,2,7,0.5,0.7,15,450,256,0.3581970617693565,15807.369294605809,24274944,2,15807.41908713693,0.397996735299285,0.029045643153526972,0.09043121337890625,2656,13582,39011,0,0.5518672199170125,0.602003264700715,39011,0.9,0.5,0.4481327800829875,13.648688770272202,39011,23.940000000000005,2.0625,2.6646483359446282
5,3,8,0.5,0.4,15,500,256,0.5422568212720369,9474.878698224851,23641565.866666667,3,9474.920118343196,0.36150454751469124,0,0.08807169596354167,3209,8404,22095,0,0.7692307692307693,0.6384954524853088,22095,1.5,0.75,0.23076923076923073,15.314847394884401,22095,72.05999999999997,7,0.264852071005917
5,2,8,0.3,0.7,10,450,256,0.3494762695356937,26347.086419753086,23868211.2,2,26347.10425240055,0.38830696615077076,0.7023319615912208,0.088916015625,23870,31887,31887,0,0.1673525377229081,0.6116930338492292,31887,0.9,0.5,0.8326474622770919,14.081754269597505,31887,23.940000000000005,2.0625,15.241388677200291
6,2,7,0.3,0.7,15,450,256,0.48002129307337554,7140.251184834123,23511495.111111112,4.888888888888889,7140.289099526066,0.2181914968515343,0,0.08758714463975695,2001,6582,16624,0.9876543209876544,0.9170616113744076,0.7818085031484657,16624,2.2,1.2222222222222223,0.08293838862559244,22.785891784577267,16624,160.96000000000004,95.74382716049385,0.08293838862559244
6,4,5,0.5,0.5,15,400,256,0.5028926140955852,9024.681818181818,23545548.8,4.4,9024.72159090909,0.285734439827037,0,0.08771400451660157,2227,7011,29310,0.24,0.8295454545454546,0.714265560172963,29310,1.7600000000000002,1.1,0.17045454545454541,19.08057601634404,29310,100.96160000000002,73.35,0.17045454545454541
6,2,7,0.5,0.7,15,400,256,0.38856922289063167,19663.94890510949,26516386.90909091,2.6363636363636362,19664,0.36847081481008176,0.17883211678832117,0.09878123890269887,2694,9330,54564,0.7768595041322314,0.5802919708029197,0.6315291851899183,54564,1.0545454545454545,0.6590909090909091,0.4197080291970803,14.989377208069035,54564,33.85619834710743,4.8429752066115705,2.1574862805690227
6,2,7,0.5,0.5,15,400,256,0.27779838134476886,25908.787072243347,23916953.6,2,25908.828897338404,0.3472479766809611,0.43346007604562736,0.08909759521484376,11014,30004,40676,0,0.27756653992395436,0.6527520233190389,40676,0.8,0.5,0.7224334600760456,15.991819365414607,40676,18.44,2.0625,10.548155387529095
6,7,8,0.5,0.4,10,500,256,0.8969943655773575,4963.799666110183,23288750.73015873,7,4963.841402337229,0.25628410445067357,0,0.08675735715835814,1826,3480,14411,0,0.9582637729549248,0.7437158955493264,14411,3.5,1.75,0.04173622704507518,20.655795894087845,14411,419.65999999999997,226.75,0.04173622704507518
6,7,8,0.5,0.4,10,500,576,0.9149557799637199,4780.426307448494,23292846.73015873,7,4780.4770206022185,0.2614159371324914,0,0.03856560708774251,1606,3453,12761,0,0.9746434231378764,0.7385840628675087,12761,3.5,3.9375,0.02535657686212356,20.37681510805504,12761,419.65999999999997,1363.703125,0.02535657686212356
6,4,5,0.5,0.4,15,500,576,0.5821041637543178,7685.158415841584,27351836.444444444,4,7685.200495049505,0.2910520818771589,0,0.04528601375626929,2395,6655,18178,0,0.8663366336633663,0.7089479181228411,18178,2,2.25,0.13366336633663367,18.802805340108424,18178,131.95999999999998,402.25,0.13366336633663367
6,3,8,0.5,0.4,15,500,256,0.5422568212720369,9474.878698224851,23641565.866666667,3,9474.920118343196,0.36150454751469124,0,0.08807169596354167,3209,8404,22095,0,0.7692307692307693,0.6384954524853088,22095,1.5,0.75,0.23076923076923073,15.314847394884401,22095,72.05999999999997,7,0.264852071005917
6,2,7,0.5,0.7,15,400,256,0.38856922289063167,19663.94890510949,26516386.90909091,2.6363636363636362,19664,0.36847081481008176,0.17883211678832117,0.09878123890269887,2694,9330,54564,0.7768595041322314,0.5802919708029197,0.6315291851899183,54564,1.0545454545454545,0.6590909090909091,0.4197080291970803,14.989377208069035,54564,33.85619834710743,4.8429752066115705,2.1574862805690227
6,2,8,0.3,0.7,10,450,256,0.3494762695356937,26347.086419753086,23868211.2,2,26347.10425240055,0.38830696615077076,0.7023319615912208,0.088916015625,23870,31887,31887,0,0.1673525377229081,0.6116930338492292,31887,0.9,0.5,0.8326474622770919,14.081754269597505,31887,23.940000000000005,2.0625,15.241388677200291
7,4,5,0.5,0.5,15,400,256,0.5028926140955852,9024.681818181818,23545548.8,4.4,9024.72159090909,0.285734439827037,0,0.08771400451660157,2227,7011,29310,0.24,0.8295454545454546,0.714265560172963,29310,1.7600000000000002,1.1,0.17045454545454541,19.08057601634404,29310,100.96160000000002,73.35,0.17045454545454541
7,7,8,0.5,0.4,10,500,256,0.8969943655773575,4963.799666110183,23288750.73015873,7,4963.841402337229,0.25628410445067357,0,0.08675735715835814,1826,3480,14411,0,0.9582637729549248,0.7437158955493264,14411,3.5,1.75,0.04173622704507518,20.655795894087845,14411,419.65999999999997,226.75,0.04173622704507518
7,2,5,0.5,0.7,15,500,256,0.3763736787276578,13717.089219330855,23853465.6,2,13717.126394052044,0.3763736787276578,0.137546468401487,0.088861083984375,3396,12381,31568,0,0.6059479553903345,0.6236263212723422,31568,1,0.5,0.3940520446096655,14.624378710284624,31568,30.160000000000004,2.0625,1.7496751012285632
7,2,7,0.3,0.7,15,450,256,0.48002129307337554,7140.251184834123,23511495.111111112,4.888888888888889,7140.289099526066,0.2181914968515343,0,0.08758714463975695,2001,6582,16624,0.9876543209876544,0.9170616113744076,0.7818085031484657,16624,2.2,1.2222222222222223,0.08293838862559244,22.785891784577267,16624,160.96000000000004,95.74382716049385,0.08293838862559244
7,4,5,0.5,0.4,15,500,576,0.5821041637543178,7685.158415841584,27351836.444444444,4,7685.200495049505,0.2910520818771589,0,0.04528601375626929,2395,6655,18178,0,0.8663366336633663,0.7089479181228411,18178,2,2.25,0.13366336633663367,18.802805340108424,18178,131.95999999999998,402.25,0.13366336633663367
7,7,8,0.5,0.4,10,500,576,0.9149557799637199,4780.426307448494,23292846.73015873,7,4780.4770206022185,0.2614159371324914,0,0.03856560708774251,1606,3453,12761,0,0.9746434231378764,0.7385840628675087,12761,3.5,3.9375,0.02535657686212356,20.37681510805504,12761,419.65999999999997,1363.703125,0.02535657686212356
7,2,7,0.5,0.5,15,400,256,0.27779838134476886,25908.787072243347,23916953.6,2,25908.828897338404,0.3472479766809611,0.43346007604562736,0.08909759521484376,11014,30004,40676,0,0.27756653992395436,0.6527520233190389,40676,0.8,0.5,0.7224334600760456,15.991819365414607,40676,18.44,2.0625,10.548155387529095
7,3,8,0.5,0.4,15,500,256,0.5422568212720369,9474.878698224851,23641565.866666667,3,9474.920118343196,0.36150454751469124,0,0.08807169596354167,3209,8404,22095,0,0.7692307692307693,0.6384954524853088,22095,1.5,0.75,0.23076923076923073,15.314847394884401,22095,72.05999999999997,7,0.264852071005917
7,4,5,0.5,0.4,15,500,256,0.5705515718593478,7512.668292682927,23530723.555555556,4,7512.719512195122,0.2852757859296739,0.0024390243902439024,0.08765877617730035,2382,5901,21783,0,0.8390243902439024,0.714724214070326,21783,2,1,0.1609756097560976,19.10462949249435,21783,131.95999999999998,28.5625,0.1609756097560976
7,2,7,0.3,0.7,15,400,256,0.32075037961319797,15375.965957446808,23857152,2.3,15376.025531914893,0.34864171697086743,0.09361702127659574,0.08887481689453125,5440,11858,37221,0.21000000000000002,0.6085106382978723,0.6513582830291326,37221,0.9199999999999999,0.575,0.39148936170212767,15.924992346372875,37221,25.126399999999997,3.2156249999999993,1.7115436849253056
